date,key,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
2020-06-13,AD,0,2,1,0,1,1,0,2,2,2,0,0,2,3,1,0,0,38.89
2020-06-13,AE,3,2,2,4,1,0,1,3,0,2,0,0,2,3,2,0,0,69.44
2020-06-13,AF,3,3,2,4,2,2,2,1,0,0,0,0,2,1,1,0,0,78.7
2020-06-13,AL,2,2,2,4,2,0,0,3,1,2,0,0,2,1,2,0,0,67.59
2020-06-13,AO,3,2,2,3,1,1,2,4,1,0,0,0,2,2,0,0,0,75.93
2020-06-13,AR,3,2,2,4,2,2,2,4,,,,,2,,,,,88.89
2020-06-13,AT,0,2,2,3,0,0,0,2,2,2,0,0,2,3,2,0,0,43.52
2020-06-13,AU,0,1,1,2,0,0,1,4,1,2,0,0,2,2,1,0,0,35.65
2020-06-13,AW,0,1,0,0,0,1,1,3,2,2,0,0,2,1,1,0,0,32.41
2020-06-13,AZ,3,2,2,4,0,1,2,4,2,0,0,0,2,2,2,0,0,77.78
2020-06-13,BA,3,2,2,2,0,0,1,3,1,1,0,0,2,2,0,0,0,60.19
2020-06-13,BB,2,2,2,3,1,2,2,2,1,1,0,0,2,2,2,0,0,75
2020-06-13,BD,3,1,2,3,1,1,0,3,0,2,0,0,2,2,1,0,0,62.96
2020-06-13,BE,1,2,2,3,0,0,0,3,2,2,0,0,2,2,1,0,0,50
2020-06-13,BF,0,0,2,3,0,2,0,4,0,0,0,0,2,1,2,0,0,49.07
2020-06-13,BG,2,1,1,1,0,0,0,3,2,1,0,0,2,1,2,0,0,38.89
2020-06-13,BH,3,2,2,4,1,1,1,3,2,2,0,0,2,3,2,0,0,75
2020-06-13,BI,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,19.44
2020-06-13,BJ,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,41.67
2020-06-13,BM,3,2,1,3,0,2,1,2,2,1,0,0,2,3,2,0,0,62.04
2020-06-13,BN,2,0,1,3,0,0,1,4,1,0,0,0,2,2,1,0,0,49.07
2020-06-13,BO,,,,,,,,,,1,,,,,,,,
2020-06-13,BR,3,2,2,4,2,2,2,4,1,1,0,0,2,2,0,0,0,77.31
2020-06-13,BT,3,2,1,4,1,1,2,4,1,2,0,0,2,2,2,0,0,77.78
2020-06-13,BW,3,3,2,3,0,3,2,4,1,2,0,0,2,1,1,0,0,77.78
2020-06-13,BY,0,0,0,0,0,0,0,3,1,0,0,0,1,3,2,0,0,13.89
2020-06-13,BZ,3,2,2,3,0,2,1,4,1,0,0,0,2,1,2,0,0,73.15
2020-06-13,CA,3,3,1,4,0,1,2,4,2,1,0,0,2,3,1,0,0,65.28
2020-06-13,CD,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,80.56
2020-06-13,CF,3,0,2,3,0,1,2,4,1,0,0,0,2,1,1,0,0,64.81
2020-06-13,CG,2,2,2,3,1,2,2,4,1,2,0,0,2,1,1,0,0,73.15
2020-06-13,CH,0,0,2,3,0,0,0,3,2,1,0,0,2,3,1,0,0,38.89
2020-06-13,CI,0,2,2,2,1,1,2,4,1,1,0,0,2,2,1,0,0,57.41
2020-06-13,CM,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,60.19
2020-06-13,CN,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,78.24
2020-06-13,CO,3,2,2,4,1,2,2,4,1,2,0,0,2,2,2,0,0,87.04
2020-06-13,CR,3,2,2,2,0,1,2,4,1,1,0,0,2,1,2,0,0,72.22
2020-06-13,CU,3,3,2,4,2,3,2,4,0,2,0,0,2,1,2,0,0,100
2020-06-13,CV,3,2,2,3,1,2,2,4,1,2,0,0,2,3,2,0,0,77.78
2020-06-13,CY,2,2,2,3,2,1,2,3,2,2,0,0,2,3,2,0,0,79.63
2020-06-13,CZ,2,1,1,2,0,1,0,4,2,1,0,0,2,2,2,,,48.15
2020-06-13,DE,2,2,2,3,0,0,0,3,2,1,0,0,2,3,1,0,0,50
2020-06-13,DJ,2,2,1,3,0,0,0,4,1,0,0,0,2,3,2,0,0,50.93
2020-06-13,DK,2,2,1,3,1,1,1,3,2,2,0,0,2,3,2,0,0,62.96
2020-06-13,DM,3,1,2,4,0,1,2,4,1,2,0,0,2,3,2,0,0,74.07
2020-06-13,DZ,3,2,2,4,2,2,2,4,1,1,0,0,2,0,0,0,0,86.57
2020-06-13,EC,3,3,2,3,2,2,2,4,1,2,0,0,2,3,1,0,0,86.11
2020-06-13,EE,0,2,1,3,0,0,0,2,0,2,0,0,2,2,0,0,0,37.96
2020-06-13,EG,2,2,2,1,1,1,2,4,1,1,0,0,2,2,2,0,0,71.3
2020-06-13,ER,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,93.52
2020-06-13,ES,3,1,2,3,0,1,1,4,2,2,0,0,2,2,1,0,0,61.11
2020-06-13,ET,3,2,2,4,2,1,2,3,0,1,0,0,2,1,1,0,0,80.56
2020-06-13,FI,1,2,2,0,0,0,0,3,2,1,0,0,2,1,1,0,0,41.67
2020-06-13,FJ,3,2,2,3,0,2,2,4,1,2,0,0,2,3,2,0,0,78.7
2020-06-13,FR,2,2,2,3,1,0,2,3,2,1,0,0,2,2,2,0,0,65.74
2020-06-13,GA,3,2,2,4,1,1,2,,2,2,0,0,2,3,2,0,0,69.44
2020-06-13,GB,3,2,2,4,1,1,2,2,2,2,0,0,2,2,1,0,0,73.15
2020-06-13,GE,3,2,2,3,0,2,1,4,1,1,0,0,2,2,2,0,0,71.3
2020-06-13,GH,3,1,2,3,0,0,0,4,0,2,0,0,2,3,2,0,0,56.48
2020-06-13,GL,2,0,2,2,0,1,1,4,0,0,0,0,2,3,2,0,0,55.56
2020-06-13,GM,3,1,2,4,1,1,1,4,0,0,0,0,2,1,2,0,0,74.07
2020-06-13,GN,3,2,2,3,1,2,2,4,0,0,0,0,2,2,1,0,0,78.7
2020-06-13,GR,1,0,2,3,0,1,1,3,1,1,0,0,2,2,0,0,0,49.07
2020-06-13,GT,3,3,2,4,2,2,2,4,1,2,0,0,2,2,0,0,0,96.3
2020-06-13,GU,3,2,2,3,1,1,0,2,1,0,0,0,2,3,2,0,0,63.89
2020-06-13,GY,2,2,2,4,1,2,2,4,0,1,0,0,2,1,2,0,0,83.33
2020-06-13,HK,2,0,2,3,0,1,0,4,2,2,0,0,2,2,2,0,0,52.78
2020-06-13,HN,3,2,2,4,2,3,2,4,2,2,0,0,2,1,1,0,0,96.3
2020-06-13,HR,2,1,0,2,0,1,0,3,2,2,0,0,2,3,2,0,0,39.81
2020-06-13,HT,3,1,2,3,1,1,2,4,1,1,0,0,2,1,1,0,0,74.07
2020-06-13,HU,2,2,2,1,1,1,1,3,1,2,0,0,2,1,2,0,0,62.96
2020-06-13,ID,3,2,2,4,0,2,1,4,0,0,0,0,2,1,1,0,0,68.06
2020-06-13,IE,3,2,2,4,0,1,2,2,2,2,0,0,2,1,2,0,0,72.22
2020-06-13,IL,2,2,2,2,1,2,2,4,2,2,0,0,2,1,2,0,0,75
2020-06-13,IN,3,1,2,4,2,2,2,3,1,2,0,0,2,3,2,0,0,76.85
2020-06-13,IQ,3,2,2,4,2,2,2,4,1,1,0,0,2,2,0,0,0,92.59
2020-06-13,IR,2,2,2,0,2,1,2,0,1,2,0,0,2,2,2,0,0,52.78
2020-06-13,IT,3,2,2,0,0,1,0,0,1,2,0,0,2,2,2,0,0,44.44
2020-06-13,JM,2,0,2,3,1,2,2,4,1,1,0,0,2,1,1,0,0,73.15
2020-06-13,JO,3,0,2,0,0,1,0,4,1,1,0,0,2,2,1,0,0,48.15
2020-06-13,JP,2,0,1,0,0,0,0,3,1,2,0,0,2,1,1,0,0,27.78
2020-06-13,KE,3,2,2,4,2,3,2,4,1,1,0,0,2,1,1,0,0,93.52
2020-06-13,KG,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,76.39
2020-06-13,KH,3,2,0,2,0,0,0,2,0,1,0,0,2,2,1,0,0,40.74
2020-06-13,KR,3,2,2,4,0,1,1,3,1,1,0,0,2,3,2,0,0,56.94
2020-06-13,KW,3,2,2,4,2,2,2,4,1,1,0,0,2,2,2,0,0,85.19
2020-06-13,KZ,2,2,2,4,2,2,1,4,1,1,0,0,2,3,2,0,0,77.31
2020-06-13,LA,0,0,2,2,0,0,0,3,1,0,0,0,2,1,2,0,0,36.11
2020-06-13,LB,2,2,2,4,1,1,1,4,0,1,0,0,2,2,1,0,0,74.07
2020-06-13,LK,3,0,2,2,0,2,0,4,0,2,0,0,2,2,2,0,0,55.56
2020-06-13,LR,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,79.63
2020-06-13,LS,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,62.04
2020-06-13,LT,2,2,1,2,1,1,1,3,2,1,0,0,2,2,2,0,0,60.19
2020-06-13,LU,0,1,1,3,0,1,1,0,2,2,0,0,2,3,2,0,0,37.96
2020-06-13,LV,2,2,1,2,0,1,0,2,2,2,0,0,2,3,2,0,0,46.3
2020-06-13,LY,3,3,2,4,2,2,2,4,0,0,0,0,2,2,1,0,0,93.52
2020-06-13,MA,3,2,2,3,0,2,2,4,1,2,0,0,2,3,1,0,0,76.85
2020-06-13,MD,3,2,2,4,2,1,2,4,1,1,,,1,2,2,,,80.56
2020-06-13,MG,3,2,2,3,1,2,2,4,1,0,0,0,2,1,1,0,0,70.37
2020-06-13,ML,2,1,2,3,0,0,0,4,1,1,0,0,2,1,2,0,0,52.78
2020-06-13,MM,3,2,2,4,2,2,2,3,0,0,0,0,2,2,1,0,0,80.56
2020-06-13,MN,3,2,2,4,0,0,0,4,0,2,0,0,2,1,2,0,0,62.96
2020-06-13,MO,2,0,2,0,0,0,0,3,1,2,0,0,2,1,2,0,0,37.96
2020-06-13,MR,3,1,2,4,0,2,2,4,1,1,0,0,2,1,2,0,0,77.78
2020-06-13,MU,3,0,0,0,1,0,0,4,1,1,0,0,2,3,2,0,0,38.89
2020-06-13,MW,3,1,2,3,0,1,0,3,2,2,0,0,2,1,2,0,0,57.41
2020-06-13,MY,3,2,2,3,0,1,0,4,1,2,0,0,2,3,2,0,0,63.89
2020-06-13,MZ,3,0,2,3,1,1,0,4,0,0,0,0,2,1,2,0,0,62.04
2020-06-13,"NA",2,2,1,3,0,1,2,4,2,1,0,0,2,1,2,0,0,62.96
2020-06-13,NE,0,0,0,0,0,0,0,4,0,1,0,0,2,1,1,0,0,22.22
2020-06-13,NG,3,2,2,3,1,1,2,4,0,0,0,0,2,1,2,0,0,80.56
2020-06-13,NI,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11.11
2020-06-13,NL,2,2,2,3,0,1,1,3,2,1,0,0,2,2,1,0,0,62.96
