date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
2020-06-21,RU,7889,30,,337166,576952,8002,,16998453
2020-06-21,RU_AD,30,0,41,,1541,12,987,
2020-06-21,RU_ALT,72,2,17,,3298,27,2309,
2020-06-21,RU_AMU,57,0,5,,1340,7,520,
2020-06-21,RU_ARK,129,3,85,,4524,30,1745,
2020-06-21,RU_AST,55,1,23,,3158,28,2076,
2020-06-21,RU_BA,56,0,22,,4906,18,2380,
2020-06-21,RU_BEL,76,0,20,,3896,38,2698,
2020-06-21,RU_BRY,81,0,31,,5579,32,4065,
2020-06-21,RU_BU,48,2,39,,2549,16,1649,
2020-06-21,RU_CE,21,0,0,,1600,20,1153,
2020-06-21,RU_CHE,182,0,40,,5649,61,2928,
2020-06-21,RU_CHU,1,0,5,,133,1,103,
2020-06-21,RU_CU,69,0,32,,4541,23,2538,
2020-06-21,RU_DA,85,4,31,,7188,348,4936,
2020-06-21,RU_IN,24,0,0,,2806,64,2254,
2020-06-21,RU_IRK,191,0,74,,5334,40,1698,
2020-06-21,RU_IVA,83,0,1,,4017,35,2276,
2020-06-21,RU_KAM,41,0,1,,1755,22,551,
2020-06-21,RU_KB,75,2,29,,4436,45,2334,
2020-06-21,RU_KC,85,0,28,,2815,9,925,
2020-06-21,RU_KDA,64,3,36,,5440,63,4181,
2020-06-21,RU_KEM,59,0,22,,1277,7,532,
2020-06-21,RU_KGD,30,0,8,,2292,33,1218,
2020-06-21,RU_KGN,27,0,6,,528,0,278,
2020-06-21,RU_KHA,77,0,67,,3524,23,1829,
2020-06-21,RU_KHM,294,1,156,,6286,34,3153,
2020-06-21,RU_KIR,49,0,39,,2869,30,2068,
2020-06-21,RU_KK,46,0,2,,1583,13,1161,
2020-06-21,RU_KL,13,0,8,,1327,18,940,
2020-06-21,RU_KLU,58,1,7,,5580,43,2860,
2020-06-21,RU_KO,61,0,4,,2805,28,1216,
2020-06-21,RU_KOS,33,1,6,,1331,15,720,
2020-06-21,RU_KR,31,0,7,,991,2,402,
2020-06-21,RU_KRS,79,0,16,,4482,26,2581,
2020-06-21,RU_KYA,148,0,7,,7580,86,2680,
2020-06-21,RU_LEN,52,2,45,,3964,27,3770,
2020-06-21,RU_LIP,51,1,61,,3388,12,1697,
2020-06-21,RU_MAG,27,0,9,,586,4,267,
2020-06-21,RU_ME,37,0,12,,2679,20,2555,
2020-06-21,RU_MO,55,0,41,,2986,23,1858,
2020-06-21,RU_MOS,549,5,1202,,53869,783,23798,
2020-06-21,RU_MOW,968,32,1007,,213946,3597,135556,
2020-06-21,RU_MUR,85,0,16,,4431,9,3036,
2020-06-21,RU_NEN,0,0,0,,95,0,33,
2020-06-21,RU_NGR,55,0,1,,2417,20,589,
2020-06-21,RU_NIZ,227,5,66,,15555,198,8400,
2020-06-21,RU_NVS,105,2,54,,5033,70,2769,
2020-06-21,RU_OMS,99,0,36,,2920,25,1638,
2020-06-21,RU_ORE,56,0,25,,3181,14,2398,
2020-06-21,RU_ORL,60,0,55,,4128,45,2183,
2020-06-21,RU_PER,67,3,23,,3136,66,2163,
2020-06-21,RU_PNZ,83,0,22,,4307,34,3689,
2020-06-21,RU_PRI,89,0,63,,3553,33,2077,
2020-06-21,RU_PSK,95,0,4,,2278,19,669,
2020-06-21,RU_ROS,153,5,91,,8534,90,4109,
2020-06-21,RU_RYA,49,1,15,,4808,17,2951,
2020-06-21,RU_SA,87,0,36,,3657,23,2452,
2020-06-21,RU_SAK,30,0,0,,525,0,102,
2020-06-21,RU_SAM,75,0,39,,4325,53,2235,
2020-06-21,RU_SAR,115,0,23,,5450,41,2618,
2020-06-21,RU_SE,31,0,20,,3768,66,3354,
2020-06-21,RU_SMO,45,0,48,,4208,59,1868,
2020-06-21,RU_SPE,229,26,498,,22195,840,13463,
2020-06-21,RU_STA,101,1,31,,4349,83,2382,
2020-06-21,RU_SVE,207,1,137,,10932,70,5496,
2020-06-21,RU_TAM,53,0,41,,4318,15,2287,
2020-06-21,RU_TOM,58,0,8,,1725,14,787,
2020-06-21,RU_TUL,86,3,56,,5973,81,4541,
2020-06-21,RU_TVE,66,0,0,,3134,57,1955,
2020-06-21,RU_TY,147,0,26,,3285,3,579,
2020-06-21,RU_TYU,45,0,17,,2574,16,1520,
2020-06-21,RU_UD,19,0,7,,1235,15,834,
2020-06-21,RU_ULY,110,0,114,,4810,34,2052,
2020-06-21,RU_VGG,98,1,39,,5410,33,2328,
2020-06-21,RU_VLA,53,1,37,,3903,51,2206,
2020-06-21,RU_VLG,20,0,31,,1428,16,997,
2020-06-21,RU_VOR,200,0,44,,5863,30,3088,
2020-06-21,RU_YAN,165,0,27,,4131,25,1818,
2020-06-21,RU_YAR,48,0,54,,4390,17,2453,
2020-06-21,RU_YEV,3,0,0,,397,5,315,
2020-06-21,RU_ZAB,69,0,10,,2527,40,1440,
2020-06-21,RW,26,0,,2287,728,2,,113544
2020-06-21,SA,3379,37,,33614,157612,1267,,1318267
2020-06-21,SC,0,0,,,11,0,,
2020-06-21,SD,0,0,,,8580,521,,
2020-06-21,SE,0,0,,,56043,5053,,
2020-06-21,SE_110,92,,,,18041,,,
2020-06-21,SE_121,9,,,,2803,,,
2020-06-21,SE_122,0,,,,1886,,,
2020-06-21,SE_123,18,,,,2853,,,
2020-06-21,SE_124,5,,,,2228,,,
2020-06-21,SE_125,0,,,,1986,,,
2020-06-21,SE_211,7,,,,3176,,,
2020-06-21,SE_212,1,,,,1038,,,
2020-06-21,SE_213,2,,,,550,,,
2020-06-21,SE_214,4,,,,133,,,
2020-06-21,SE_221,0,,,,417,,,
2020-06-21,SE_224,17,,,,2710,,,
2020-06-21,SE_231,3,,,,1189,,,
2020-06-21,SE_232,139,,,,12850,,,
2020-06-21,SE_311,5,,,,841,,,
2020-06-21,SE_312,4,,,,1455,,,
2020-06-21,SE_313,12,,,,2047,,,
2020-06-21,SE_321,3,,,,1152,,,
2020-06-21,SE_322,1,,,,972,,,
2020-06-21,SE_331,0,,,,627,,,
2020-06-21,SE_332,0,,,,939,,,
2020-06-21,SG,262,0,,,42095,26,,376749
2020-06-21,SI,1,0,0,271,1521,109,299,93181
2020-06-21,SK,1,0,,41,1587,28,,201993
2020-06-21,SL,18,2,,,1327,55,,
2020-06-21,SM,0,0,,,696,42,,
2020-06-21,SN,150,2,,1040,5888,84,,71020
2020-06-21,SO,24,2,,,2779,90,,
2020-06-21,SR,12,0,,,314,8,,
2020-06-21,SS,18,0,,,1882,34,,
2020-06-21,ST,0,0,,,698,12,,
2020-06-21,SV,0,9,,2455,4626,107,,145341
2020-06-21,SV_AH,0,0,,,496,16,,
2020-06-21,SX,0,0,,,77,15,,
2020-06-21,SY,6,0,,,204,7,,
2020-06-21,SZ,8,0,,,635,5,,
2020-06-21,TC,2,0,,,14,1,,
2020-06-21,TD,0,0,,,858,74,,
2020-06-21,TG,8,0,,,569,13,,
2020-06-21,TH,1,0,,,3148,58,,
2020-06-21,TJ,58,0,,,5457,52,,
2020-06-21,TL,0,0,,,24,0,,
2020-06-21,TN,1,0,,648,1157,50,,68104
2020-06-21,TR,1192,23,,41413,187685,4950,,2986653
2020-06-21,TT,0,0,,,123,8,,
2020-06-21,TW,0,0,,,446,7,,
2020-06-21,TZ,0,0,,,509,21,,
2020-06-21,UA,735,8,,6395,36560,1002,,569589
2020-06-21,UG,15,0,,2219,770,0,,147877
2020-06-21,US,25793,256,,464772,2280912,119975,,27556391
2020-06-21,US_AK,14,0,11,1133,859,10,475,88051
2020-06-21,US_AK_02013,0,0,,,2,0,,
2020-06-21,US_AK_02016,0,0,,,4,0,,
2020-06-21,US_AK_02020,7,0,,,386,6,,
2020-06-21,US_AK_02050,0,0,,,7,0,,
2020-06-21,US_AK_02060,0,0,,,5,0,,
2020-06-21,US_AK_02070,0,0,,,1,0,,
2020-06-21,US_AK_02090,3,0,,,122,2,,
2020-06-21,US_AK_02100,0,0,,,2,0,,
2020-06-21,US_AK_02110,0,0,,,42,0,,
2020-06-21,US_AK_02122,1,0,,,127,1,,
2020-06-21,US_AK_02130,0,0,,,25,0,,
2020-06-21,US_AK_02150,0,0,,,5,0,,
2020-06-21,US_AK_02164,0,0,,,2,0,,
2020-06-21,US_AK_02170,1,0,,,56,1,,
2020-06-21,US_AK_02180,0,0,,,6,0,,
2020-06-21,US_AK_02185,0,0,,,3,0,,
2020-06-21,US_AK_02188,0,0,,,4,0,,
2020-06-21,US_AK_02195,0,0,,,3,0,,
2020-06-21,US_AK_02198,1,0,,,3,0,,
2020-06-21,US_AK_02220,0,0,,,14,0,,
2020-06-21,US_AK_02240,0,0,,,7,0,,
2020-06-21,US_AK_02261,0,0,,,14,0,,
2020-06-21,US_AK_02275,0,0,,,3,0,,
2020-06-21,US_AK_02290,0,0,,,2,0,,
2020-06-21,US_AL,472,1,0,5155,30021,839,15974,344678
2020-06-21,US_AL_01001,3,0,,,434,9,,
2020-06-21,US_AL_01003,10,0,,,430,9,,
2020-06-21,US_AL_01005,0,0,,,272,1,,
2020-06-21,US_AL_01007,1,0,,,127,1,,
2020-06-21,US_AL_01009,6,0,,,149,1,,
2020-06-21,US_AL_01011,0,0,,,327,10,,
2020-06-21,US_AL_01013,4,0,,,576,26,,
2020-06-21,US_AL_01015,2,0,,,213,4,,
2020-06-21,US_AL_01017,5,0,,,521,27,,
2020-06-21,US_AL_01019,0,0,,,58,6,,
2020-06-21,US_AL_01021,3,0,,,166,3,,
2020-06-21,US_AL_01023,0,0,,,186,12,,
2020-06-21,US_AL_01025,2,0,,,216,4,,
2020-06-21,US_AL_01027,1,0,,,32,2,,
2020-06-21,US_AL_01029,0,0,,,22,1,,
2020-06-21,US_AL_01031,2,0,,,317,1,,
2020-06-21,US_AL_01033,2,0,,,304,5,,
2020-06-21,US_AL_01035,3,0,,,140,1,,
2020-06-21,US_AL_01037,0,0,,,50,1,,
2020-06-21,US_AL_01039,4,0,,,228,1,,
2020-06-21,US_AL_01041,1,0,,,118,3,,
2020-06-21,US_AL_01043,1,0,,,310,1,,
2020-06-21,US_AL_01045,0,0,,,205,0,,
2020-06-21,US_AL_01047,8,0,,,634,6,,
2020-06-21,US_AL_01049,12,0,,,415,5,,
2020-06-21,US_AL_01051,10,0,,,673,11,,
2020-06-21,US_AL_01053,4,1,,,148,6,,
2020-06-21,US_AL_01055,11,0,,,405,12,,
2020-06-21,US_AL_01057,0,0,,,61,1,,
2020-06-21,US_AL_01059,6,0,,,782,10,,
2020-06-21,US_AL_01061,0,0,,,51,0,,
2020-06-21,US_AL_01063,3,0,,,154,5,,
2020-06-21,US_AL_01065,1,0,,,263,18,,
2020-06-21,US_AL_01067,0,0,,,115,3,,
2020-06-21,US_AL_01069,1,0,,,357,5,,
2020-06-21,US_AL_01071,2,0,,,152,3,,
2020-06-21,US_AL_01073,84,0,,,2987,126,,
2020-06-21,US_AL_01075,0,0,,,55,0,,
2020-06-21,US_AL_01077,3,0,,,298,4,,
2020-06-21,US_AL_01079,3,0,,,78,0,,
2020-06-21,US_AL_01081,11,0,,,852,35,,
2020-06-21,US_AL_01083,4,0,,,271,0,,
2020-06-21,US_AL_01085,3,0,,,420,15,,
2020-06-21,US_AL_01087,3,0,,,149,6,,
2020-06-21,US_AL_01089,15,0,,,723,6,,
2020-06-21,US_AL_01091,0,0,,,238,11,,
2020-06-21,US_AL_01093,0,0,,,173,12,,
2020-06-21,US_AL_01095,21,0,,,1082,9,,
2020-06-21,US_AL_01097,62,0,,,3016,133,,
2020-06-21,US_AL_01099,4,0,,,163,2,,
2020-06-21,US_AL_01101,36,0,,,3258,81,,
2020-06-21,US_AL_01103,21,0,,,754,2,,
2020-06-21,US_AL_01105,1,0,,,87,0,,
2020-06-21,US_AL_01107,9,0,,,166,6,,
2020-06-21,US_AL_01109,0,0,,,360,3,,
2020-06-21,US_AL_01111,0,0,,,144,8,,
2020-06-21,US_AL_01113,9,0,,,362,0,,
2020-06-21,US_AL_01115,5,0,,,209,2,,
2020-06-21,US_AL_01117,6,0,,,784,22,,
2020-06-21,US_AL_01119,0,0,,,269,12,,
2020-06-21,US_AL_01121,4,0,,,189,6,,
2020-06-21,US_AL_01123,4,0,,,517,70,,
2020-06-21,US_AL_01125,37,0,,,1596,31,,
2020-06-21,US_AL_01127,14,0,,,693,8,,
2020-06-21,US_AL_01129,0,0,,,95,6,,
2020-06-21,US_AL_01131,2,0,,,246,8,,
2020-06-21,US_AL_01133,3,0,,,176,1,,
2020-06-21,US_AR,419,1,0,0,15561,225,10082,242234
2020-06-21,US_AR_05001,0,0,,,19,0,,
2020-06-21,US_AR_05003,1,0,,,53,1,,
2020-06-21,US_AR_05005,0,0,,,14,0,,
2020-06-21,US_AR_05007,99,0,,,2003,13,,
2020-06-21,US_AR_05009,0,0,,,11,0,,
2020-06-21,US_AR_05011,1,0,,,38,2,,
2020-06-21,US_AR_05015,3,0,,,129,4,,
2020-06-21,US_AR_05017,11,0,,,81,2,,
2020-06-21,US_AR_05019,1,0,,,51,0,,
2020-06-21,US_AR_05021,7,1,,,40,2,,
2020-06-21,US_AR_05023,0,0,,,77,4,,
2020-06-21,US_AR_05025,3,0,,,25,0,,
2020-06-21,US_AR_05027,6,0,,,38,2,,
2020-06-21,US_AR_05029,5,0,,,34,3,,
2020-06-21,US_AR_05031,8,0,,,396,5,,
2020-06-21,US_AR_05033,6,0,,,97,0,,
2020-06-21,US_AR_05035,11,0,,,588,10,,
2020-06-21,US_AR_05037,0,0,,,82,1,,
2020-06-21,US_AR_05039,0,0,,,6,0,,
2020-06-21,US_AR_05041,1,0,,,29,0,,
2020-06-21,US_AR_05043,3,0,,,37,1,,
2020-06-21,US_AR_05045,23,0,,,269,3,,
2020-06-21,US_AR_05047,2,0,,,12,0,,
2020-06-21,US_AR_05049,0,0,,,9,0,,
2020-06-21,US_AR_05051,0,0,,,177,1,,
2020-06-21,US_AR_05053,1,0,,,26,0,,
2020-06-21,US_AR_05055,4,0,,,93,0,,
2020-06-21,US_AR_05057,0,0,,,44,1,,
2020-06-21,US_AR_05059,0,0,,,53,0,,
2020-06-21,US_AR_05061,6,0,,,68,0,,
2020-06-21,US_AR_05063,2,0,,,46,0,,
2020-06-21,US_AR_05065,0,0,,,20,1,,
2020-06-21,US_AR_05067,0,0,,,21,0,,
2020-06-21,US_AR_05069,6,0,,,650,28,,
2020-06-21,US_AR_05071,11,0,,,146,0,,
2020-06-21,US_AR_05073,0,0,,,13,1,,
2020-06-21,US_AR_05075,0,0,,,93,9,,
2020-06-21,US_AR_05077,2,0,,,574,1,,
2020-06-21,US_AR_05079,0,0,,,1036,11,,
2020-06-21,US_AR_05081,0,0,,,35,0,,
2020-06-21,US_AR_05083,4,0,,,28,0,,
2020-06-21,US_AR_05085,2,0,,,88,0,,
2020-06-21,US_AR_05087,4,0,,,146,0,,
2020-06-21,US_AR_05089,0,0,,,2,0,,
2020-06-21,US_AR_05091,4,0,,,91,2,,
2020-06-21,US_AR_05093,4,0,,,114,3,,
2020-06-21,US_AR_05095,0,0,,,7,0,,
2020-06-21,US_AR_05097,0,0,,,2,0,,
2020-06-21,US_AR_05099,0,0,,,87,2,,
2020-06-21,US_AR_05101,1,0,,,4,0,,
2020-06-21,US_AR_05103,0,0,,,17,0,,
2020-06-21,US_AR_05105,-5,0,,,20,0,,
2020-06-21,US_AR_05107,0,0,,,79,2,,
2020-06-21,US_AR_05109,0,0,,,7,0,,
2020-06-21,US_AR_05111,0,0,,,53,3,,
2020-06-21,US_AR_05113,1,0,,,64,0,,
2020-06-21,US_AR_05115,4,0,,,326,2,,
2020-06-21,US_AR_05117,1,0,,,13,0,,
2020-06-21,US_AR_05119,15,0,,,1514,52,,
2020-06-21,US_AR_05121,0,0,,,34,1,,
2020-06-21,US_AR_05123,0,0,,,791,3,,
2020-06-21,US_AR_05125,9,0,,,209,2,,
2020-06-21,US_AR_05127,0,0,,,8,0,,
2020-06-21,US_AR_05129,0,0,,,7,0,,
2020-06-21,US_AR_05131,18,0,,,244,2,,
2020-06-21,US_AR_05133,25,0,,,588,5,,
2020-06-21,US_AR_05135,0,0,,,50,4,,
2020-06-21,US_AR_05137,0,0,,,11,0,,
2020-06-21,US_AR_05139,1,0,,,224,13,,
2020-06-21,US_AR_05141,0,0,,,30,2,,
2020-06-21,US_AR_05143,83,0,,,2404,18,,
2020-06-21,US_AR_05145,0,0,,,73,1,,
2020-06-21,US_AR_05147,1,0,,,6,0,,
2020-06-21,US_AR_05149,13,0,,,416,2,,
2020-06-21,US_AS,0,0,,0,0,0,,174
2020-06-21,US_AZ,2468,3,191,14464,52666,1350,7387,419744
2020-06-21,US_AZ_04001,1,0,,,2117,66,,
2020-06-21,US_AZ_04003,1,0,,,363,6,,
2020-06-21,US_AZ_04005,46,0,,,1536,90,,
2020-06-21,US_AZ_04007,17,1,,,160,4,,
2020-06-21,US_AZ_04009,2,0,,,63,2,,
2020-06-21,US_AZ_04011,0,0,,,13,1,,
2020-06-21,US_AZ_04012,5,0,,,273,4,,
2020-06-21,US_AZ_04013,1833,-1,,,30136,632,,
2020-06-21,US_AZ_04015,4,1,,,721,73,,
2020-06-21,US_AZ_04017,25,0,,,3009,95,,
2020-06-21,US_AZ_04019,57,0,,,5370,242,,
2020-06-21,US_AZ_04021,186,0,,,2357,50,,
2020-06-21,US_AZ_04023,70,0,,,1488,13,,
2020-06-21,US_AZ_04025,20,0,,,456,7,,
2020-06-21,US_AZ_04027,201,2,,,4604,65,,
2020-06-21,US_CA,3953,22,,84844,178807,5517,,3319256
2020-06-21,US_CA_06001,0,1,,,4826,119,,
2020-06-21,US_CA_06003,0,0,,,1,0,,
2020-06-21,US_CA_06005,0,0,,,12,0,,
2020-06-21,US_CA_06007,0,0,,,94,1,,
2020-06-21,US_CA_06009,0,0,,,28,0,,
2020-06-21,US_CA_06011,0,0,,,7,0,,
2020-06-21,US_CA_06013,54,6,,,2294,62,,
2020-06-21,US_CA_06015,0,0,,,48,0,,
2020-06-21,US_CA_06017,0,0,,,130,0,,
2020-06-21,US_CA_06019,0,0,,,3245,66,,
2020-06-21,US_CA_06021,0,0,,,42,0,,
2020-06-21,US_CA_06023,0,0,,,110,4,,
2020-06-21,US_CA_06025,0,0,,,4800,63,,
2020-06-21,US_CA_06027,0,0,,,26,1,,
2020-06-21,US_CA_06029,97,0,,,3900,60,,
2020-06-21,US_CA_06031,0,0,,,2091,15,,
2020-06-21,US_CA_06033,1,0,,,37,0,,
2020-06-21,US_CA_06035,2,0,,,11,0,,
2020-06-21,US_CA_06037,1761,10,,,83397,3120,,
2020-06-21,US_CA_06039,7,0,,,321,4,,
2020-06-21,US_CA_06041,80,0,,,1110,18,,
2020-06-21,US_CA_06043,0,0,,,18,1,,
2020-06-21,US_CA_06045,0,0,,,54,0,,
2020-06-21,US_CA_06047,2,0,,,566,8,,
2020-06-21,US_CA_06051,0,0,,,37,1,,
2020-06-21,US_CA_06053,44,0,,,1225,12,,
2020-06-21,US_CA_06055,0,0,,,225,4,,
2020-06-21,US_CA_06057,0,0,,,75,1,,
2020-06-21,US_CA_06059,434,2,,,10422,269,,
2020-06-21,US_CA_06061,12,0,,,502,9,,
2020-06-21,US_CA_06063,1,0,,,6,0,,
2020-06-21,US_CA_06065,243,0,,,13021,410,,
2020-06-21,US_CA_06067,91,0,,,2159,67,,
2020-06-21,US_CA_06069,6,0,,,170,2,,
2020-06-21,US_CA_06071,197,0,,,9156,233,,
2020-06-21,US_CA_06073,310,0,,,10857,338,,
2020-06-21,US_CA_06075,0,0,,,3061,47,,
2020-06-21,US_CA_06077,82,0,,,2259,48,,
2020-06-21,US_CA_06079,1,0,,,405,1,,
2020-06-21,US_CA_06081,42,0,,,2755,103,,
2020-06-21,US_CA_06083,65,0,,,2358,22,,
2020-06-21,US_CA_06085,89,2,,,3547,155,,
2020-06-21,US_CA_06087,10,0,,,296,3,,
2020-06-21,US_CA_06089,1,1,,,81,5,,
2020-06-21,US_CA_06091,0,0,,,1,0,,
2020-06-21,US_CA_06093,2,0,,,23,0,,
2020-06-21,US_CA_06095,0,0,,,865,23,,
2020-06-21,US_CA_06097,50,1,,,885,5,,
2020-06-21,US_CA_06099,49,-1,,,1598,35,,
2020-06-21,US_CA_06101,11,0,,,112,3,,
2020-06-21,US_CA_06103,0,0,,,35,1,,
2020-06-21,US_CA_06105,0,0,,,3,0,,
2020-06-21,US_CA_06107,119,0,,,3172,111,,
2020-06-21,US_CA_06109,0,0,,,10,0,,
2020-06-21,US_CA_06111,81,0,,,1946,42,,
2020-06-21,US_CA_06113,9,0,,,330,24,,
2020-06-21,US_CA_06115,0,0,,,42,1,,
2020-06-21,US_CO,190,0,13,5317,30524,1647,4309,278386
2020-06-21,US_CO_08001,37,0,,,3909,152,,
2020-06-21,US_CO_08003,9,0,,,168,3,,
2020-06-21,US_CO_08005,20,0,,,4941,339,,
2020-06-21,US_CO_08007,0,0,,,8,0,,
2020-06-21,US_CO_08009,0,0,,,12,0,,
2020-06-21,US_CO_08011,0,0,,,3,0,,
2020-06-21,US_CO_08013,15,0,,,1243,71,,
2020-06-21,US_CO_08014,1,0,,,278,28,,
2020-06-21,US_CO_08015,0,0,,,78,20,,
2020-06-21,US_CO_08017,0,0,,,5,0,,
2020-06-21,US_CO_08019,0,0,,,18,1,,
2020-06-21,US_CO_08021,0,0,,,12,0,,
2020-06-21,US_CO_08023,0,0,,,17,0,,
2020-06-21,US_CO_08025,0,0,,,68,1,,
2020-06-21,US_CO_08027,0,0,,,2,0,,
2020-06-21,US_CO_08029,0,0,,,80,1,,
2020-06-21,US_CO_08031,27,0,,,6630,367,,
2020-06-21,US_CO_08035,13,0,,,852,51,,
2020-06-21,US_CO_08037,8,0,,,649,8,,
2020-06-21,US_CO_08039,0,0,,,54,2,,
2020-06-21,US_CO_08041,22,0,,,2101,116,,
2020-06-21,US_CO_08043,1,0,,,31,0,,
2020-06-21,US_CO_08045,5,0,,,222,2,,
2020-06-21,US_CO_08047,0,0,,,6,0,,
2020-06-21,US_CO_08049,1,0,,,19,0,,
2020-06-21,US_CO_08051,0,0,,,182,6,,
2020-06-21,US_CO_08053,0,0,,,3,0,,
2020-06-21,US_CO_08055,0,0,,,4,0,,
2020-06-21,US_CO_08059,6,0,,,2532,203,,
2020-06-21,US_CO_08063,0,0,,,31,3,,
2020-06-21,US_CO_08065,2,0,,,48,0,,
2020-06-21,US_CO_08067,0,0,,,86,1,,
2020-06-21,US_CO_08069,7,0,,,680,29,,
2020-06-21,US_CO_08071,1,0,,,8,0,,
2020-06-21,US_CO_08073,1,0,,,4,0,,
2020-06-21,US_CO_08075,0,0,,,635,5,,
2020-06-21,US_CO_08077,0,0,,,79,0,,
2020-06-21,US_CO_08079,0,0,,,2,0,,
2020-06-21,US_CO_08081,0,0,,,9,0,,
2020-06-21,US_CO_08083,0,0,,,67,3,,
2020-06-21,US_CO_08085,1,0,,,200,12,,
2020-06-21,US_CO_08087,0,0,,,649,46,,
2020-06-21,US_CO_08089,0,0,,,22,1,,
2020-06-21,US_CO_08091,0,0,,,10,1,,
2020-06-21,US_CO_08093,1,0,,,24,0,,
2020-06-21,US_CO_08095,0,0,,,15,0,,
2020-06-21,US_CO_08097,0,0,,,80,2,,
2020-06-21,US_CO_08099,0,0,,,16,0,,
2020-06-21,US_CO_08101,2,0,,,357,23,,
2020-06-21,US_CO_08103,0,0,,,2,0,,
2020-06-21,US_CO_08105,1,0,,,64,1,,
2020-06-21,US_CO_08107,1,0,,,64,6,,
2020-06-21,US_CO_08109,0,0,,,100,2,,
2020-06-21,US_CO_08111,0,0,,,1,0,,
2020-06-21,US_CO_08113,0,0,,,28,0,,
2020-06-21,US_CO_08117,0,0,,,262,3,,
2020-06-21,US_CO_08119,0,0,,,39,2,,
2020-06-21,US_CO_08121,0,0,,,44,0,,
2020-06-21,US_CO_08123,7,0,,,2721,136,,
2020-06-21,US_CO_08125,1,0,,,50,0,,
2020-06-21,US_CT,40,9,0,3773,45755,4260,7842,395428
2020-06-21,US_CT_09001,6,0,,,16475,1361,,
2020-06-21,US_CT_09003,13,6,,,11405,1350,,
2020-06-21,US_CT_09005,0,0,,,1467,135,,
2020-06-21,US_CT_09007,1,2,,,1259,174,,
2020-06-21,US_CT_09009,11,1,,,12185,1061,,
2020-06-21,US_CT_09011,8,0,,,1217,101,,
2020-06-21,US_CT_09013,0,0,,,895,64,,
2020-06-21,US_CT_09015,4,0,,,579,14,,
2020-06-21,US_DC,36,2,6,1569,10020,533,1172,79522
2020-06-21,US_DC_11001,36,2,,,10020,533,,
2020-06-21,US_DE,94,1,64,2558,10775,435,6459,94974
2020-06-21,US_DE_10001,7,0,,,1613,84,,
2020-06-21,US_DE_10003,78,0,,,4647,197,,
2020-06-21,US_DE_10005,8,1,,,4495,154,,
2020-06-21,US_FL,3494,17,,38019,97283,3160,,1600921
2020-06-21,US_FL_12001,43,0,,,716,11,,
2020-06-21,US_FL_12003,2,0,,,41,4,,
2020-06-21,US_FL_12005,2,0,,,190,4,,
2020-06-21,US_FL_12007,0,0,,,61,2,,
2020-06-21,US_FL_12009,33,0,,,850,16,,
2020-06-21,US_FL_12011,318,3,,,11155,373,,
2020-06-21,US_FL_12013,1,0,,,69,6,,
2020-06-21,US_FL_12015,6,0,,,587,75,,
2020-06-21,US_FL_12017,6,0,,,189,12,,
2020-06-21,US_FL_12019,13,0,,,494,32,,
2020-06-21,US_FL_12021,62,0,,,3159,64,,
2020-06-21,US_FL_12023,8,0,,,227,3,,
2020-06-21,US_FL_12027,11,0,,,450,10,,
2020-06-21,US_FL_12029,0,0,,,61,3,,
2020-06-21,US_FL_12031,207,0,,,2902,60,,
2020-06-21,US_FL_12033,28,0,,,1198,41,,
2020-06-21,US_FL_12035,2,0,,,226,5,,
2020-06-21,US_FL_12037,0,0,,,2,0,,
2020-06-21,US_FL_12039,0,0,,,321,6,,
2020-06-21,US_FL_12041,0,0,,,75,0,,
2020-06-21,US_FL_12043,21,0,,,142,1,,
2020-06-21,US_FL_12045,0,0,,,11,0,,
2020-06-21,US_FL_12047,2,0,,,289,2,,
2020-06-21,US_FL_12049,17,0,,,289,1,,
2020-06-21,US_FL_12051,12,0,,,759,22,,
2020-06-21,US_FL_12053,14,0,,,185,5,,
2020-06-21,US_FL_12055,11,1,,,226,10,,
2020-06-21,US_FL_12057,261,0,,,5580,114,,
2020-06-21,US_FL_12059,0,0,,,47,0,,
2020-06-21,US_FL_12061,20,1,,,389,15,,
2020-06-21,US_FL_12063,3,0,,,333,2,,
2020-06-21,US_FL_12065,0,0,,,36,4,,
2020-06-21,US_FL_12067,1,0,,,19,0,,
2020-06-21,US_FL_12069,62,0,,,733,19,,
2020-06-21,US_FL_12071,71,0,,,3626,143,,
2020-06-21,US_FL_12073,16,0,,,572,8,,
2020-06-21,US_FL_12075,2,0,,,139,1,,
2020-06-21,US_FL_12077,1,0,,,221,1,,
2020-06-21,US_FL_12079,14,0,,,123,3,,
2020-06-21,US_FL_12081,104,0,,,1890,126,,
2020-06-21,US_FL_12083,6,0,,,395,10,,
2020-06-21,US_FL_12085,65,0,,,1525,20,,
2020-06-21,US_FL_12086,710,10,,,25789,884,,
2020-06-21,US_FL_12087,4,0,,,162,4,,
2020-06-21,US_FL_12089,4,0,,,115,1,,
2020-06-21,US_FL_12091,2,0,,,399,6,,
2020-06-21,US_FL_12093,5,0,,,245,0,,
2020-06-21,US_FL_12095,345,0,,,4913,47,,
2020-06-21,US_FL_12097,45,0,,,1052,23,,
2020-06-21,US_FL_12099,248,0,,,10752,468,,
2020-06-21,US_FL_12101,59,0,,,809,17,,
2020-06-21,US_FL_12103,229,1,,,3667,115,,
2020-06-21,US_FL_12105,72,0,,,2042,78,,
