Date,Key,Confirmed,Deaths
2019-12-30,AE,0,0
2019-12-30,AF,0,0
2019-12-30,AM,0,0
2019-12-30,AT,0,0
2019-12-30,AU,0,0
2019-12-30,AZ,0,0
2019-12-30,BE,0,0
2019-12-30,BH,0,0
2019-12-30,BR,0,0
2019-12-30,BY,0,0
2019-12-30,CA,0,0
2019-12-30,CH,0,0
2019-12-30,CN,27,0
2019-12-30,CZ,0,0
2019-12-30,DE,0,0
2019-12-30,DK,0,0
2019-12-30,DO,0,0
2019-12-30,DZ,0,0
2019-12-30,EC,0,0
2019-12-30,EE,0,0
2019-12-30,EG,0,0
2019-12-30,FI,0,0
2019-12-30,FR,0,0
2019-12-30,GB,0,0
2019-12-30,GE,0,0
2019-12-30,GR,0,0
2019-12-30,HR,0,0
2019-12-30,ID,0,0
2019-12-30,IE,0,0
2019-12-30,IL,0,0
2019-12-30,IN,0,0
2019-12-30,IQ,0,0
2019-12-30,IR,0,0
2019-12-30,IS,0,0
2019-12-30,JP,0,0
2019-12-30,KH,0,0
2019-12-30,KR,0,0
2019-12-30,KW,0,0
2019-12-30,LB,0,0
2019-12-30,LK,0,0
2019-12-30,LT,0,0
2019-12-30,LU,0,0
2019-12-30,MC,0,0
2019-12-30,MK,0,0
2019-12-30,MX,0,0
2019-12-30,MY,0,0
2019-12-30,NG,0,0
2019-12-30,NL,0,0
2019-12-30,NO,0,0
2019-12-30,NP,0,0
2019-12-30,OM,0,0
2019-12-30,PH,0,0
2019-12-30,PK,0,0
2019-12-30,QA,0,0
2019-12-30,RO,0,0
2019-12-30,SE,0,0
2019-12-30,SG,0,0
2019-12-30,SM,0,0
2019-12-30,TH,0,0
2019-12-30,TW,0,0
2019-12-30,US,0,0
2019-12-30,VN,0,0
2019-12-31,AE,0,0
2019-12-31,AF,0,0
2019-12-31,AM,0,0
2019-12-31,AT,0,0
2019-12-31,AU,0,0
2019-12-31,AZ,0,0
2019-12-31,BE,0,0
2019-12-31,BH,0,0
2019-12-31,BR,0,0
2019-12-31,BY,0,0
2019-12-31,CA,0,0
2019-12-31,CH,0,0
2019-12-31,CN,27,0
2019-12-31,CZ,0,0
2019-12-31,DE,0,0
2019-12-31,DK,0,0
2019-12-31,DO,0,0
2019-12-31,DZ,0,0
2019-12-31,EC,0,0
2019-12-31,EE,0,0
2019-12-31,EG,0,0
2019-12-31,FI,0,0
2019-12-31,FR,0,0
2019-12-31,GB,0,0
2019-12-31,GE,0,0
2019-12-31,GR,0,0
2019-12-31,HR,0,0
2019-12-31,ID,0,0
2019-12-31,IE,0,0
2019-12-31,IL,0,0
2019-12-31,IN,0,0
2019-12-31,IQ,0,0
2019-12-31,IR,0,0
2019-12-31,IS,0,0
2019-12-31,IT,0,0
2019-12-31,JP,0,0
2019-12-31,KH,0,0
2019-12-31,KR,0,0
2019-12-31,KW,0,0
2019-12-31,LB,0,0
2019-12-31,LK,0,0
2019-12-31,LT,0,0
2019-12-31,LU,0,0
2019-12-31,MC,0,0
2019-12-31,MK,0,0
2019-12-31,MX,0,0
2019-12-31,MY,0,0
2019-12-31,NG,0,0
2019-12-31,NL,0,0
2019-12-31,NO,0,0
2019-12-31,NP,0,0
2019-12-31,NZ,0,0
2019-12-31,OM,0,0
2019-12-31,PH,0,0
2019-12-31,PK,0,0
2019-12-31,QA,0,0
2019-12-31,RO,0,0
2019-12-31,RU,0,0
2019-12-31,SE,0,0
2019-12-31,SG,0,0
2019-12-31,SM,0,0
2019-12-31,TH,0,0
2019-12-31,TW,0,0
2019-12-31,US,0,0
2019-12-31,VN,0,0
2020-01-01,AE,0,0
2020-01-01,AF,0,0
2020-01-01,AM,0,0
2020-01-01,AT,0,0
2020-01-01,AU,0,0
2020-01-01,AZ,0,0
2020-01-01,BE,0,0
2020-01-01,BH,0,0
2020-01-01,BR,0,0
2020-01-01,BY,0,0
2020-01-01,CA,0,0
2020-01-01,CH,0,0
2020-01-01,CN,27,0
2020-01-01,CZ,0,0
2020-01-01,DE,0,0
2020-01-01,DK,0,0
2020-01-01,DO,0,0
2020-01-01,DZ,0,0
2020-01-01,EC,0,0
2020-01-01,EE,0,0
2020-01-01,EG,0,0
2020-01-01,FI,0,0
2020-01-01,FR,0,0
2020-01-01,GB,0,0
2020-01-01,GE,0,0
2020-01-01,GR,0,0
2020-01-01,HR,0,0
2020-01-01,ID,0,0
2020-01-01,IE,0,0
2020-01-01,IL,0,0
2020-01-01,IN,0,0
2020-01-01,IQ,0,0
2020-01-01,IR,0,0
2020-01-01,IS,0,0
2020-01-01,IT,0,0
2020-01-01,JP,0,0
2020-01-01,KH,0,0
2020-01-01,KR,0,0
2020-01-01,KW,0,0
2020-01-01,LB,0,0
2020-01-01,LK,0,0
2020-01-01,LT,0,0
2020-01-01,LU,0,0
2020-01-01,MC,0,0
2020-01-01,MK,0,0
2020-01-01,MX,0,0
2020-01-01,MY,0,0
2020-01-01,NG,0,0
2020-01-01,NL,0,0
2020-01-01,NO,0,0
2020-01-01,NP,0,0
2020-01-01,NZ,0,0
2020-01-01,OM,0,0
2020-01-01,PH,0,0
2020-01-01,PK,0,0
2020-01-01,QA,0,0
2020-01-01,RO,0,0
2020-01-01,RU,0,0
2020-01-01,SE,0,0
2020-01-01,SG,0,0
2020-01-01,SM,0,0
2020-01-01,TH,0,0
2020-01-01,TW,0,0
2020-01-01,US,0,0
2020-01-01,VN,0,0
2020-01-02,AE,0,0
2020-01-02,AF,0,0
2020-01-02,AM,0,0
2020-01-02,AT,0,0
2020-01-02,AU,0,0
2020-01-02,AZ,0,0
2020-01-02,BE,0,0
2020-01-02,BH,0,0
2020-01-02,BR,0,0
2020-01-02,BY,0,0
2020-01-02,CA,0,0
2020-01-02,CH,0,0
2020-01-02,CN,44,0
2020-01-02,CZ,0,0
2020-01-02,DE,0,0
2020-01-02,DK,0,0
2020-01-02,DO,0,0
2020-01-02,DZ,0,0
2020-01-02,EC,0,0
2020-01-02,EE,0,0
2020-01-02,EG,0,0
2020-01-02,FI,0,0
2020-01-02,FR,0,0
2020-01-02,GB,0,0
2020-01-02,GE,0,0
2020-01-02,GR,0,0
2020-01-02,HR,0,0
2020-01-02,ID,0,0
2020-01-02,IE,0,0
2020-01-02,IL,0,0
2020-01-02,IN,0,0
2020-01-02,IQ,0,0
2020-01-02,IR,0,0
2020-01-02,IS,0,0
2020-01-02,IT,0,0
2020-01-02,JP,0,0
2020-01-02,KH,0,0
2020-01-02,KR,0,0
2020-01-02,KW,0,0
2020-01-02,LB,0,0
2020-01-02,LK,0,0
2020-01-02,LT,0,0
2020-01-02,LU,0,0
2020-01-02,MC,0,0
2020-01-02,MK,0,0
2020-01-02,MX,0,0
2020-01-02,MY,0,0
2020-01-02,NG,0,0
2020-01-02,NL,0,0
2020-01-02,NO,0,0
2020-01-02,NP,0,0
2020-01-02,NZ,0,0
2020-01-02,OM,0,0
2020-01-02,PH,0,0
2020-01-02,PK,0,0
2020-01-02,QA,0,0
2020-01-02,RO,0,0
2020-01-02,RU,0,0
2020-01-02,SE,0,0
2020-01-02,SG,0,0
2020-01-02,SM,0,0
2020-01-02,TH,0,0
2020-01-02,TW,0,0
2020-01-02,US,0,0
2020-01-02,VN,0,0
2020-01-03,AE,0,0
2020-01-03,AF,0,0
2020-01-03,AM,0,0
2020-01-03,AT,0,0
2020-01-03,AU,0,0
2020-01-03,AZ,0,0
2020-01-03,BE,0,0
2020-01-03,BH,0,0
2020-01-03,BR,0,0
2020-01-03,BY,0,0
2020-01-03,CA,0,0
2020-01-03,CH,0,0
2020-01-03,CN,44,0
2020-01-03,CZ,0,0
2020-01-03,DE,0,0
2020-01-03,DK,0,0
2020-01-03,DO,0,0
2020-01-03,DZ,0,0
2020-01-03,EC,0,0
2020-01-03,EE,0,0
2020-01-03,EG,0,0
2020-01-03,FI,0,0
2020-01-03,FR,0,0
2020-01-03,GB,0,0
2020-01-03,GE,0,0
2020-01-03,GR,0,0
2020-01-03,HR,0,0
2020-01-03,ID,0,0
2020-01-03,IE,0,0
2020-01-03,IL,0,0
2020-01-03,IN,0,0
2020-01-03,IQ,0,0
2020-01-03,IR,0,0
2020-01-03,IS,0,0
2020-01-03,IT,0,0
2020-01-03,JP,0,0
2020-01-03,KH,0,0
2020-01-03,KR,0,0
2020-01-03,KW,0,0
2020-01-03,LB,0,0
2020-01-03,LK,0,0
2020-01-03,LT,0,0
2020-01-03,LU,0,0
2020-01-03,MC,0,0
2020-01-03,MK,0,0
2020-01-03,MX,0,0
2020-01-03,MY,0,0
2020-01-03,NG,0,0
2020-01-03,NL,0,0
2020-01-03,NO,0,0
2020-01-03,NP,0,0
2020-01-03,NZ,0,0
2020-01-03,OM,0,0
2020-01-03,PH,0,0
2020-01-03,PK,0,0
2020-01-03,QA,0,0
2020-01-03,RO,0,0
2020-01-03,RU,0,0
2020-01-03,SE,0,0
2020-01-03,SG,0,0
2020-01-03,SM,0,0
2020-01-03,TH,0,0
2020-01-03,TW,0,0
2020-01-03,US,0,0
2020-01-03,VN,0,0
2020-01-04,AE,0,0
2020-01-04,AF,0,0
2020-01-04,AM,0,0
2020-01-04,AT,0,0
2020-01-04,AU,0,0
2020-01-04,AZ,0,0
2020-01-04,BE,0,0
2020-01-04,BH,0,0
2020-01-04,BR,0,0
2020-01-04,BY,0,0
2020-01-04,CA,0,0
2020-01-04,CH,0,0
2020-01-04,CN,59,0
2020-01-04,CZ,0,0
2020-01-04,DE,0,0
2020-01-04,DK,0,0
2020-01-04,DO,0,0
2020-01-04,DZ,0,0
2020-01-04,EC,0,0
2020-01-04,EE,0,0
2020-01-04,EG,0,0
2020-01-04,FI,0,0
2020-01-04,FR,0,0
2020-01-04,GB,0,0
2020-01-04,GE,0,0
2020-01-04,GR,0,0
2020-01-04,HR,0,0
2020-01-04,ID,0,0
2020-01-04,IE,0,0
2020-01-04,IL,0,0
2020-01-04,IN,0,0
2020-01-04,IQ,0,0
2020-01-04,IR,0,0
2020-01-04,IS,0,0
2020-01-04,IT,0,0
2020-01-04,JP,0,0
2020-01-04,KH,0,0
2020-01-04,KR,0,0
2020-01-04,KW,0,0
2020-01-04,LB,0,0
2020-01-04,LK,0,0
2020-01-04,LT,0,0
2020-01-04,LU,0,0
2020-01-04,MC,0,0
2020-01-04,MK,0,0
2020-01-04,MX,0,0
2020-01-04,MY,0,0
2020-01-04,NG,0,0
2020-01-04,NL,0,0
2020-01-04,NO,0,0
2020-01-04,NP,0,0
2020-01-04,NZ,0,0
2020-01-04,OM,0,0
2020-01-04,PH,0,0
2020-01-04,PK,0,0
2020-01-04,QA,0,0
