date,key,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
2020-01-01,AD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,AU,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
2020-01-01,AW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-01,BO,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
2020-01-01,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.56
2020-01-01,BY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,BZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-01,CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-01-01,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,DJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,DZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,EG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,ET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,GY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2020-01-01,HK,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,13.89
2020-01-01,HN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,IQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,IR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,IS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,JM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,JO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,JP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,KG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,KR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-01-01,KW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,KZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,LK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,LR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2020-01-01,LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,LY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MN,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11.11
2020-01-01,MO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11.11
2020-01-01,MR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,MZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,NG,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11.11
2020-01-01,NI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,NP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,NZ,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2020-01-01,OM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,PY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,QA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,RU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2020-01-01,SL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,TD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,TH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,TJ,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0
2020-01-01,TL,0,,,0,0,,0,0,,,,,,,,,,
2020-01-01,TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,TT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,TW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,TZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,UG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,UY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,UZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,VE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,VN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,XK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,YE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,ZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,ZM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,ZW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AU,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
2020-01-02,AW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
