Region,Borough_Census_Area,Community,All_Cases,Community_Cases,Secondary_Cases,Travel_Cases,UI_Cases,Hospitalizations,Deaths,Recovered,Active,ObjectId,Residency,All_Cases__New_
Gulf Coast,Kenai Peninsula Borough,Kenai,4,0,2,2,0,0,0,4,0,50,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Nikiski,2,0,2,0,0,0,0,2,0,51,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Seward,9,0,0,0,9,0,0,0,9,52,Non-Resident,3
Gulf Coast,Kodiak Island Borough,Kodiak,5,1,0,3,1,0,0,0,5,53,Non-Resident,1
Gulf Coast,Valdez-Cordova Census Area,Cordova,4,0,0,2,2,0,0,1,3,54,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Other,12,0,0,1,11,0,0,0,12,55,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Valdez,2,1,0,0,1,0,0,1,1,56,Non-Resident,0
Interior,Denali Borough,Healy,1,0,0,0,1,0,0,0,1,57,Non-Resident,0
Interior,Fairbanks North Star Borough,Fairbanks,12,0,5,2,5,0,0,1,11,58,Non-Resident,0
Interior,Southeast Fairbanks Census Area,Delta Junction,6,0,3,0,3,0,0,1,5,59,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Other,1,0,0,0,1,0,0,0,1,60,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,2,0,0,1,1,0,0,1,1,61,Non-Resident,0
Northern,Nome Census Area,Nome,2,0,0,1,1,0,0,1,1,62,Non-Resident,0
Southeast,Haines Borough,Haines,1,0,0,0,1,0,0,0,1,63,Non-Resident,1
Southeast,Haines Borough,Other,3,0,0,0,3,0,0,0,3,64,Non-Resident,0
Southeast,Juneau City and Borough,Juneau,4,2,0,2,0,0,0,3,1,65,Non-Resident,0
Southeast,Ketchikan Gateway Borough,Ketchikan,8,0,0,5,3,0,0,4,4,66,Non-Resident,0
Southeast,Petersburg Borough,Petersburg,2,0,1,0,1,0,0,0,2,67,Non-Resident,1
Southeast,Prince of Wales-Hyder Census Area,Craig,1,1,0,0,0,0,0,1,0,68,Non-Resident,0
Southeast,Sitka City and Borough,Sitka,5,0,1,1,3,0,0,2,3,69,Non-Resident,0
Southeast,Wrangell City and Borough,Wrangell,5,0,0,2,3,0,0,1,4,70,Non-Resident,0
Southeast,Yakutat plus Hoonah-Angoon,Other,1,0,0,1,0,0,0,1,0,71,Non-Resident,0
Southwest,Aleutians East Borough,Other,2,0,0,1,1,0,0,1,1,72,Non-Resident,0
Southwest,Aleutians West Census Area,Unalaska,5,0,0,2,3,0,0,3,2,73,Non-Resident,1
Southwest,Bethel Census Area,Bethel,2,0,0,1,1,0,0,0,2,74,Non-Resident,0
Southwest,Bristol Bay plus Lake and Peninsula,Other,38,1,3,14,20,0,0,6,32,75,Non-Resident,1
Southwest,Dillingham Census Area,Dillingham,20,0,0,1,19,0,0,2,18,76,Non-Resident,2
