datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-03-31,CZ010,CZ0100,862,22,20
2020-03-31,CZ020,CZ0201,40,0,0
2020-03-31,CZ020,CZ0202,25,0,0
2020-03-31,CZ020,CZ0203,52,2,1
2020-03-31,CZ020,CZ0204,21,0,0
2020-03-31,CZ020,CZ0205,6,0,0
2020-03-31,CZ020,CZ0206,31,3,0
2020-03-31,CZ020,CZ0207,16,1,1
2020-03-31,CZ020,CZ0208,20,2,0
2020-03-31,CZ020,CZ0209,80,1,1
2020-03-31,CZ020,CZ020A,64,2,0
2020-03-31,CZ020,CZ020B,30,0,0
2020-03-31,CZ020,CZ020C,8,0,0
2020-03-31,CZ031,CZ0311,17,0,0
2020-03-31,CZ031,CZ0312,21,0,0
2020-03-31,CZ031,CZ0313,3,0,0
2020-03-31,CZ031,CZ0314,7,0,0
2020-03-31,CZ031,CZ0315,16,1,0
2020-03-31,CZ031,CZ0316,24,1,0
2020-03-31,CZ031,CZ0317,11,1,0
2020-03-31,CZ032,CZ0321,60,0,0
2020-03-31,CZ032,CZ0322,8,0,0
2020-03-31,CZ032,CZ0323,36,5,0
2020-03-31,CZ032,CZ0324,4,0,0
2020-03-31,CZ032,CZ0325,6,1,0
2020-03-31,CZ032,CZ0326,2,0,0
2020-03-31,CZ032,CZ0327,11,0,0
2020-03-31,CZ041,CZ0411,62,2,2
2020-03-31,CZ041,CZ0412,29,5,0
2020-03-31,CZ041,CZ0413,10,0,0
2020-03-31,CZ042,CZ0421,25,9,0
2020-03-31,CZ042,CZ0422,8,0,0
2020-03-31,CZ042,CZ0423,94,3,1
2020-03-31,CZ042,CZ0424,7,0,0
2020-03-31,CZ042,CZ0425,11,0,0
2020-03-31,CZ042,CZ0426,15,0,0
2020-03-31,CZ042,CZ0427,39,1,0
2020-03-31,CZ051,CZ0511,4,0,0
2020-03-31,CZ051,CZ0512,35,2,0
2020-03-31,CZ051,CZ0513,45,0,0
2020-03-31,CZ051,CZ0514,15,0,0
2020-03-31,CZ052,CZ0521,34,1,0
2020-03-31,CZ052,CZ0522,8,0,0
2020-03-31,CZ052,CZ0523,45,1,0
2020-03-31,CZ052,CZ0524,6,0,0
2020-03-31,CZ052,CZ0525,6,0,0
2020-03-31,CZ053,CZ0531,33,0,0
2020-03-31,CZ053,CZ0532,46,0,2
2020-03-31,CZ053,CZ0533,11,0,0
2020-03-31,CZ053,CZ0534,16,1,0
2020-03-31,CZ063,CZ0631,48,0,1
2020-03-31,CZ063,CZ0632,9,1,0
2020-03-31,CZ063,CZ0633,0,0,0
2020-03-31,CZ063,CZ0634,19,0,0
2020-03-31,CZ063,CZ0635,26,0,0
2020-03-31,CZ064,CZ0641,4,1,0
2020-03-31,CZ064,CZ0642,89,6,0
2020-03-31,CZ064,CZ0643,28,2,0
2020-03-31,CZ064,CZ0644,25,4,0
2020-03-31,CZ064,CZ0645,8,1,0
2020-03-31,CZ064,CZ0646,2,0,0
2020-03-31,CZ064,CZ0647,26,1,0
2020-03-31,CZ071,CZ0711,2,0,0
2020-03-31,CZ071,CZ0712,235,3,3
2020-03-31,CZ071,CZ0713,33,0,0
2020-03-31,CZ071,CZ0714,10,0,0
2020-03-31,CZ071,CZ0715,10,1,0
2020-03-31,CZ072,CZ0721,16,0,0
2020-03-31,CZ072,CZ0722,89,1,0
2020-03-31,CZ072,CZ0723,11,2,0
2020-03-31,CZ072,CZ0724,28,0,0
2020-03-31,CZ080,CZ0801,20,0,1
2020-03-31,CZ080,CZ0802,87,3,1
2020-03-31,CZ080,CZ0803,50,0,0
2020-03-31,CZ080,CZ0804,24,0,0
2020-03-31,CZ080,CZ0805,30,0,1
2020-03-31,CZ080,CZ0806,91,2,0
2020-04-01,CZ010,CZ0100,953,30,23
2020-04-01,CZ020,CZ0201,42,0,0
2020-04-01,CZ020,CZ0202,26,0,0
2020-04-01,CZ020,CZ0203,55,2,2
2020-04-01,CZ020,CZ0204,21,0,0
2020-04-01,CZ020,CZ0205,6,0,0
2020-04-01,CZ020,CZ0206,33,3,0
2020-04-01,CZ020,CZ0207,22,1,1
2020-04-01,CZ020,CZ0208,22,2,0
2020-04-01,CZ020,CZ0209,82,1,1
2020-04-01,CZ020,CZ020A,70,5,0
2020-04-01,CZ020,CZ020B,31,0,0
2020-04-01,CZ020,CZ020C,8,0,0
2020-04-01,CZ031,CZ0311,17,0,0
2020-04-01,CZ031,CZ0312,21,0,0
2020-04-01,CZ031,CZ0313,5,0,0
2020-04-01,CZ031,CZ0314,7,0,0
2020-04-01,CZ031,CZ0315,16,1,0
2020-04-01,CZ031,CZ0316,28,1,0
2020-04-01,CZ031,CZ0317,11,1,0
2020-04-01,CZ032,CZ0321,63,3,0
2020-04-01,CZ032,CZ0322,11,0,0
2020-04-01,CZ032,CZ0323,37,8,0
2020-04-01,CZ032,CZ0324,4,1,0
2020-04-01,CZ032,CZ0325,7,1,0
2020-04-01,CZ032,CZ0326,2,0,0
2020-04-01,CZ032,CZ0327,13,1,0
2020-04-01,CZ041,CZ0411,63,2,2
2020-04-01,CZ041,CZ0412,30,5,1
2020-04-01,CZ041,CZ0413,11,2,0
2020-04-01,CZ042,CZ0421,27,9,0
2020-04-01,CZ042,CZ0422,10,1,0
2020-04-01,CZ042,CZ0423,99,3,2
2020-04-01,CZ042,CZ0424,10,0,0
2020-04-01,CZ042,CZ0425,11,0,0
2020-04-01,CZ042,CZ0426,15,0,0
2020-04-01,CZ042,CZ0427,39,1,0
2020-04-01,CZ051,CZ0511,4,0,0
2020-04-01,CZ051,CZ0512,43,2,0
2020-04-01,CZ051,CZ0513,47,0,0
2020-04-01,CZ051,CZ0514,18,1,0
2020-04-01,CZ052,CZ0521,35,2,0
2020-04-01,CZ052,CZ0522,9,0,0
2020-04-01,CZ052,CZ0523,47,1,0
2020-04-01,CZ052,CZ0524,6,0,0
2020-04-01,CZ052,CZ0525,9,0,0
2020-04-01,CZ053,CZ0531,36,0,0
2020-04-01,CZ053,CZ0532,50,0,2
2020-04-01,CZ053,CZ0533,12,0,0
2020-04-01,CZ053,CZ0534,16,7,0
2020-04-01,CZ063,CZ0631,56,0,1
2020-04-01,CZ063,CZ0632,10,1,0
2020-04-01,CZ063,CZ0633,0,0,0
2020-04-01,CZ063,CZ0634,19,0,0
2020-04-01,CZ063,CZ0635,30,0,0
2020-04-01,CZ064,CZ0641,5,1,0
2020-04-01,CZ064,CZ0642,95,8,0
2020-04-01,CZ064,CZ0643,33,3,0
2020-04-01,CZ064,CZ0644,39,5,1
2020-04-01,CZ064,CZ0645,8,1,0
2020-04-01,CZ064,CZ0646,4,0,0
2020-04-01,CZ064,CZ0647,29,1,0
2020-04-01,CZ071,CZ0711,2,0,0
2020-04-01,CZ071,CZ0712,253,4,3
2020-04-01,CZ071,CZ0713,33,0,0
2020-04-01,CZ071,CZ0714,10,0,0
2020-04-01,CZ071,CZ0715,13,1,0
2020-04-01,CZ072,CZ0721,16,1,0
2020-04-01,CZ072,CZ0722,92,4,0
2020-04-01,CZ072,CZ0723,12,3,0
2020-04-01,CZ072,CZ0724,30,0,0
2020-04-01,CZ080,CZ0801,20,0,1
2020-04-01,CZ080,CZ0802,90,3,1
2020-04-01,CZ080,CZ0803,50,0,0
2020-04-01,CZ080,CZ0804,27,0,0
2020-04-01,CZ080,CZ0805,34,0,2
2020-04-01,CZ080,CZ0806,100,2,0
2020-04-02,CZ010,CZ0100,1042,39,25
2020-04-02,CZ020,CZ0201,42,1,0
2020-04-02,CZ020,CZ0202,27,1,0
2020-04-02,CZ020,CZ0203,58,2,2
2020-04-02,CZ020,CZ0204,28,1,0
2020-04-02,CZ020,CZ0205,6,1,0
2020-04-02,CZ020,CZ0206,35,3,0
2020-04-02,CZ020,CZ0207,23,1,1
2020-04-02,CZ020,CZ0208,23,2,0
2020-04-02,CZ020,CZ0209,88,1,2
2020-04-02,CZ020,CZ020A,73,7,0
2020-04-02,CZ020,CZ020B,31,0,0
2020-04-02,CZ020,CZ020C,9,0,0
2020-04-02,CZ031,CZ0311,19,0,0
2020-04-02,CZ031,CZ0312,21,0,0
2020-04-02,CZ031,CZ0313,8,0,0
2020-04-02,CZ031,CZ0314,8,0,0
2020-04-02,CZ031,CZ0315,16,1,0
2020-04-02,CZ031,CZ0316,28,1,0
2020-04-02,CZ031,CZ0317,13,1,0
2020-04-02,CZ032,CZ0321,65,4,0
2020-04-02,CZ032,CZ0322,11,1,0
2020-04-02,CZ032,CZ0323,42,9,0
2020-04-02,CZ032,CZ0324,5,1,0
2020-04-02,CZ032,CZ0325,9,1,0
2020-04-02,CZ032,CZ0326,2,1,0
2020-04-02,CZ032,CZ0327,14,1,0
2020-04-02,CZ041,CZ0411,65,2,2
2020-04-02,CZ041,CZ0412,35,6,1
2020-04-02,CZ041,CZ0413,12,2,0
2020-04-02,CZ042,CZ0421,33,9,0
2020-04-02,CZ042,CZ0422,10,1,0
2020-04-02,CZ042,CZ0423,111,3,2
2020-04-02,CZ042,CZ0424,10,0,0
2020-04-02,CZ042,CZ0425,15,0,0
2020-04-02,CZ042,CZ0426,15,0,0
2020-04-02,CZ042,CZ0427,52,4,0
2020-04-02,CZ051,CZ0511,4,0,0
2020-04-02,CZ051,CZ0512,48,2,0
2020-04-02,CZ051,CZ0513,51,0,0
2020-04-02,CZ051,CZ0514,25,1,0
2020-04-02,CZ052,CZ0521,38,5,1
2020-04-02,CZ052,CZ0522,11,0,0
2020-04-02,CZ052,CZ0523,48,1,0
2020-04-02,CZ052,CZ0524,7,0,0
2020-04-02,CZ052,CZ0525,10,0,0
2020-04-02,CZ053,CZ0531,39,0,0
2020-04-02,CZ053,CZ0532,55,0,2
2020-04-02,CZ053,CZ0533,12,1,0
2020-04-02,CZ053,CZ0534,18,8,0
2020-04-02,CZ063,CZ0631,59,0,1
2020-04-02,CZ063,CZ0632,10,1,0
2020-04-02,CZ063,CZ0633,0,0,0
2020-04-02,CZ063,CZ0634,20,0,0
2020-04-02,CZ063,CZ0635,32,1,0
2020-04-02,CZ064,CZ0641,6,1,0
2020-04-02,CZ064,CZ0642,98,8,0
2020-04-02,CZ064,CZ0643,34,3,0
2020-04-02,CZ064,CZ0644,42,5,1
2020-04-02,CZ064,CZ0645,8,2,0
2020-04-02,CZ064,CZ0646,8,0,0
2020-04-02,CZ064,CZ0647,34,1,0
2020-04-02,CZ071,CZ0711,2,0,0
2020-04-02,CZ071,CZ0712,290,8,4
2020-04-02,CZ071,CZ0713,33,0,0
2020-04-02,CZ071,CZ0714,10,0,0
2020-04-02,CZ071,CZ0715,16,1,0
2020-04-02,CZ072,CZ0721,17,1,0
2020-04-02,CZ072,CZ0722,94,4,0
2020-04-02,CZ072,CZ0723,14,4,0
2020-04-02,CZ072,CZ0724,31,0,0
2020-04-02,CZ080,CZ0801,20,0,1
2020-04-02,CZ080,CZ0802,94,3,1
2020-04-02,CZ080,CZ0803,51,0,0
2020-04-02,CZ080,CZ0804,29,0,0
2020-04-02,CZ080,CZ0805,37,0,2
2020-04-02,CZ080,CZ0806,104,2,0
2020-04-03,CZ010,CZ0100,1131,55,29
2020-04-03,CZ020,CZ0201,47,1,0
2020-04-03,CZ020,CZ0202,29,1,0
2020-04-03,CZ020,CZ0203,62,3,2
2020-04-03,CZ020,CZ0204,31,1,0
2020-04-03,CZ020,CZ0205,7,1,0
2020-04-03,CZ020,CZ0206,37,7,0
2020-04-03,CZ020,CZ0207,23,1,1
2020-04-03,CZ020,CZ0208,24,3,0
2020-04-03,CZ020,CZ0209,93,2,2
2020-04-03,CZ020,CZ020A,76,9,0
2020-04-03,CZ020,CZ020B,31,0,0
2020-04-03,CZ020,CZ020C,9,0,0
2020-04-03,CZ031,CZ0311,20,0,0
2020-04-03,CZ031,CZ0312,21,0,0
2020-04-03,CZ031,CZ0313,9,0,0
2020-04-03,CZ031,CZ0314,8,0,0
2020-04-03,CZ031,CZ0315,16,1,0
2020-04-03,CZ031,CZ0316,29,1,0
2020-04-03,CZ031,CZ0317,13,1,0
2020-04-03,CZ032,CZ0321,82,4,2
2020-04-03,CZ032,CZ0322,14,1,0
2020-04-03,CZ032,CZ0323,45,9,0
2020-04-03,CZ032,CZ0324,6,1,0
2020-04-03,CZ032,CZ0325,10,2,0
2020-04-03,CZ032,CZ0326,2,1,0
2020-04-03,CZ032,CZ0327,14,1,0
2020-04-03,CZ041,CZ0411,77,3,2
2020-04-03,CZ041,CZ0412,37,6,1
2020-04-03,CZ041,CZ0413,13,2,0
2020-04-03,CZ042,CZ0421,35,11,0
2020-04-03,CZ042,CZ0422,11,1,0
2020-04-03,CZ042,CZ0423,122,4,3
2020-04-03,CZ042,CZ0424,10,0,0
2020-04-03,CZ042,CZ0425,15,1,0
2020-04-03,CZ042,CZ0426,15,0,0
2020-04-03,CZ042,CZ0427,58,4,0
2020-04-03,CZ051,CZ0511,5,0,0
2020-04-03,CZ051,CZ0512,51,2,0
2020-04-03,CZ051,CZ0513,54,0,0
2020-04-03,CZ051,CZ0514,27,1,0
2020-04-03,CZ052,CZ0521,44,6,1
2020-04-03,CZ052,CZ0522,15,0,0
2020-04-03,CZ052,CZ0523,50,1,0
2020-04-03,CZ052,CZ0524,8,0,0
2020-04-03,CZ052,CZ0525,10,0,0
2020-04-03,CZ053,CZ0531,51,0,0
2020-04-03,CZ053,CZ0532,72,0,2
2020-04-03,CZ053,CZ0533,13,1,0
2020-04-03,CZ053,CZ0534,20,9,0
2020-04-03,CZ063,CZ0631,59,0,1
2020-04-03,CZ063,CZ0632,10,1,0
2020-04-03,CZ063,CZ0633,0,0,0
2020-04-03,CZ063,CZ0634,20,0,0
2020-04-03,CZ063,CZ0635,34,1,0
2020-04-03,CZ064,CZ0641,6,2,0
2020-04-03,CZ064,CZ0642,102,8,0
2020-04-03,CZ064,CZ0643,36,3,0
2020-04-03,CZ064,CZ0644,45,5,2
2020-04-03,CZ064,CZ0645,8,3,0
2020-04-03,CZ064,CZ0646,9,0,0
2020-04-03,CZ064,CZ0647,39,2,0
2020-04-03,CZ071,CZ0711,2,0,0
2020-04-03,CZ071,CZ0712,305,10,4
2020-04-03,CZ071,CZ0713,33,0,0
2020-04-03,CZ071,CZ0714,10,1,0
2020-04-03,CZ071,CZ0715,24,1,0
2020-04-03,CZ072,CZ0721,19,1,0
2020-04-03,CZ072,CZ0722,104,15,0
2020-04-03,CZ072,CZ0723,24,8,0
2020-04-03,CZ072,CZ0724,39,1,0
2020-04-03,CZ080,CZ0801,20,0,1
2020-04-03,CZ080,CZ0802,96,4,2
2020-04-03,CZ080,CZ0803,67,0,0
2020-04-03,CZ080,CZ0804,29,0,0
2020-04-03,CZ080,CZ0805,40,1,2
2020-04-03,CZ080,CZ0806,107,2,0
2020-04-04,CZ010,CZ0100,1157,72,34
2020-04-04,CZ020,CZ0201,48,1,0
2020-04-04,CZ020,CZ0202,29,1,0
2020-04-04,CZ020,CZ0203,65,3,2
2020-04-04,CZ020,CZ0204,34,1,0
2020-04-04,CZ020,CZ0205,10,1,0
2020-04-04,CZ020,CZ0206,46,7,0
2020-04-04,CZ020,CZ0207,26,1,1
2020-04-04,CZ020,CZ0208,29,3,1
2020-04-04,CZ020,CZ0209,97,2,3
2020-04-04,CZ020,CZ020A,79,9,0
2020-04-04,CZ020,CZ020B,33,0,0
2020-04-04,CZ020,CZ020C,9,0,0
2020-04-04,CZ031,CZ0311,20,0,0
2020-04-04,CZ031,CZ0312,21,0,0
2020-04-04,CZ031,CZ0313,10,0,0
2020-04-04,CZ031,CZ0314,8,0,0
2020-04-04,CZ031,CZ0315,16,1,0
2020-04-04,CZ031,CZ0316,29,1,0
2020-04-04,CZ031,CZ0317,14,1,0
2020-04-04,CZ032,CZ0321,115,4,2
2020-04-04,CZ032,CZ0322,15,1,0
2020-04-04,CZ032,CZ0323,50,13,0
2020-04-04,CZ032,CZ0324,6,1,0
2020-04-04,CZ032,CZ0325,10,2,0
2020-04-04,CZ032,CZ0326,2,1,0
2020-04-04,CZ032,CZ0327,14,1,0
2020-04-04,CZ041,CZ0411,86,3,2
2020-04-04,CZ041,CZ0412,40,6,1
2020-04-04,CZ041,CZ0413,13,2,0
2020-04-04,CZ042,CZ0421,35,13,0
2020-04-04,CZ042,CZ0422,11,1,0
2020-04-04,CZ042,CZ0423,125,4,3
2020-04-04,CZ042,CZ0424,10,0,0
2020-04-04,CZ042,CZ0425,15,1,0
2020-04-04,CZ042,CZ0426,15,1,0
2020-04-04,CZ042,CZ0427,64,4,0
2020-04-04,CZ051,CZ0511,5,1,0
2020-04-04,CZ051,CZ0512,53,2,0
2020-04-04,CZ051,CZ0513,55,0,0
2020-04-04,CZ051,CZ0514,29,1,0
2020-04-04,CZ052,CZ0521,46,6,1
2020-04-04,CZ052,CZ0522,15,0,0
2020-04-04,CZ052,CZ0523,54,1,0
2020-04-04,CZ052,CZ0524,10,0,0
2020-04-04,CZ052,CZ0525,11,0,0
2020-04-04,CZ053,CZ0531,55,0,0
2020-04-04,CZ053,CZ0532,79,0,2
2020-04-04,CZ053,CZ0533,14,1,0
2020-04-04,CZ053,CZ0534,21,9,0
2020-04-04,CZ063,CZ0631,59,0,1
2020-04-04,CZ063,CZ0632,10,1,0
2020-04-04,CZ063,CZ0633,0,0,0
2020-04-04,CZ063,CZ0634,22,0,0
2020-04-04,CZ063,CZ0635,34,1,0
2020-04-04,CZ064,CZ0641,7,3,0
2020-04-04,CZ064,CZ0642,109,13,0
2020-04-04,CZ064,CZ0643,37,4,0
2020-04-04,CZ064,CZ0644,46,5,3
2020-04-04,CZ064,CZ0645,8,3,0
2020-04-04,CZ064,CZ0646,11,0,0
2020-04-04,CZ064,CZ0647,41,2,0
2020-04-04,CZ071,CZ0711,2,0,0
2020-04-04,CZ071,CZ0712,313,11,4
2020-04-04,CZ071,CZ0713,33,0,0
2020-04-04,CZ071,CZ0714,11,1,0
2020-04-04,CZ071,CZ0715,27,2,0
2020-04-04,CZ072,CZ0721,20,1,0
2020-04-04,CZ072,CZ0722,105,18,0
2020-04-04,CZ072,CZ0723,25,8,0
2020-04-04,CZ072,CZ0724,42,1,0
2020-04-04,CZ080,CZ0801,20,0,1
2020-04-04,CZ080,CZ0802,106,5,2
2020-04-04,CZ080,CZ0803,73,0,0
2020-04-04,CZ080,CZ0804,29,0,0
2020-04-04,CZ080,CZ0805,42,1,2
2020-04-04,CZ080,CZ0806,123,4,0
2020-04-05,CZ010,CZ0100,1177,80,37
2020-04-05,CZ020,CZ0201,54,1,0
2020-04-05,CZ020,CZ0202,29,1,0
2020-04-05,CZ020,CZ0203,69,3,2
2020-04-05,CZ020,CZ0204,36,2,0
2020-04-05,CZ020,CZ0205,10,1,0
2020-04-05,CZ020,CZ0206,47,8,0
2020-04-05,CZ020,CZ0207,26,1,1
2020-04-05,CZ020,CZ0208,30,3,1
2020-04-05,CZ020,CZ0209,98,4,3
2020-04-05,CZ020,CZ020A,80,10,0
2020-04-05,CZ020,CZ020B,34,2,0
2020-04-05,CZ020,CZ020C,9,0,0
2020-04-05,CZ031,CZ0311,20,1,0
2020-04-05,CZ031,CZ0312,21,0,0
2020-04-05,CZ031,CZ0313,10,0,0
2020-04-05,CZ031,CZ0314,8,0,0
2020-04-05,CZ031,CZ0315,16,1,0
2020-04-05,CZ031,CZ0316,29,1,0
2020-04-05,CZ031,CZ0317,14,1,0
2020-04-05,CZ032,CZ0321,118,4,2
2020-04-05,CZ032,CZ0322,19,1,0
2020-04-05,CZ032,CZ0323,51,13,0
2020-04-05,CZ032,CZ0324,6,1,0
2020-04-05,CZ032,CZ0325,10,2,0
2020-04-05,CZ032,CZ0326,2,1,0
2020-04-05,CZ032,CZ0327,14,1,0
2020-04-05,CZ041,CZ0411,89,8,2
2020-04-05,CZ041,CZ0412,43,6,3
2020-04-05,CZ041,CZ0413,16,2,0
2020-04-05,CZ042,CZ0421,35,13,0
2020-04-05,CZ042,CZ0422,11,3,0
2020-04-05,CZ042,CZ0423,128,5,3
2020-04-05,CZ042,CZ0424,10,1,0
2020-04-05,CZ042,CZ0425,16,1,0
2020-04-05,CZ042,CZ0426,15,1,0
2020-04-05,CZ042,CZ0427,64,4,0
2020-04-05,CZ051,CZ0511,5,1,0
2020-04-05,CZ051,CZ0512,55,2,0
2020-04-05,CZ051,CZ0513,57,0,0
2020-04-05,CZ051,CZ0514,29,1,0
2020-04-05,CZ052,CZ0521,46,6,1
2020-04-05,CZ052,CZ0522,15,0,0
2020-04-05,CZ052,CZ0523,56,2,0
2020-04-05,CZ052,CZ0524,10,0,0
2020-04-05,CZ052,CZ0525,11,0,0
2020-04-05,CZ053,CZ0531,56,0,0
2020-04-05,CZ053,CZ0532,81,1,2
2020-04-05,CZ053,CZ0533,14,1,0
2020-04-05,CZ053,CZ0534,21,9,0
2020-04-05,CZ063,CZ0631,59,1,2
2020-04-05,CZ063,CZ0632,10,1,0
2020-04-05,CZ063,CZ0633,0,0,0
2020-04-05,CZ063,CZ0634,22,0,0
2020-04-05,CZ063,CZ0635,34,1,0
2020-04-05,CZ064,CZ0641,7,3,0
2020-04-05,CZ064,CZ0642,113,17,0
2020-04-05,CZ064,CZ0643,39,4,0
2020-04-05,CZ064,CZ0644,53,5,4
2020-04-05,CZ064,CZ0645,8,3,0
2020-04-05,CZ064,CZ0646,13,0,0
2020-04-05,CZ064,CZ0647,44,2,0
2020-04-05,CZ071,CZ0711,2,0,0
2020-04-05,CZ071,CZ0712,346,11,6
2020-04-05,CZ071,CZ0713,34,1,0
2020-04-05,CZ071,CZ0714,11,1,0
2020-04-05,CZ071,CZ0715,27,2,0
2020-04-05,CZ072,CZ0721,20,2,0
2020-04-05,CZ072,CZ0722,107,21,0
2020-04-05,CZ072,CZ0723,25,8,0
2020-04-05,CZ072,CZ0724,42,1,0
2020-04-05,CZ080,CZ0801,20,0,1
2020-04-05,CZ080,CZ0802,107,6,2
2020-04-05,CZ080,CZ0803,81,0,0
2020-04-05,CZ080,CZ0804,31,0,0
2020-04-05,CZ080,CZ0805,44,2,2
2020-04-05,CZ080,CZ0806,148,4,1
2020-04-06,CZ010,CZ0100,1229,113,40
2020-04-06,CZ020,CZ0201,57,1,0
2020-04-06,CZ020,CZ0202,36,2,0
2020-04-06,CZ020,CZ0203,71,6,2
2020-04-06,CZ020,CZ0204,38,2,0
2020-04-06,CZ020,CZ0205,11,2,0
2020-04-06,CZ020,CZ0206,50,8,0
2020-04-06,CZ020,CZ0207,30,1,1
2020-04-06,CZ020,CZ0208,34,3,1
2020-04-06,CZ020,CZ0209,109,9,3
2020-04-06,CZ020,CZ020A,81,11,0
2020-04-06,CZ020,CZ020B,38,3,0
2020-04-06,CZ020,CZ020C,9,0,0
2020-04-06,CZ031,CZ0311,20,1,0
2020-04-06,CZ031,CZ0312,21,0,0
2020-04-06,CZ031,CZ0313,10,0,0
2020-04-06,CZ031,CZ0314,8,0,0
2020-04-06,CZ031,CZ0315,17,1,0
2020-04-06,CZ031,CZ0316,31,1,0
2020-04-06,CZ031,CZ0317,14,1,0
2020-04-06,CZ032,CZ0321,144,5,2
2020-04-06,CZ032,CZ0322,28,1,0
2020-04-06,CZ032,CZ0323,56,13,0
2020-04-06,CZ032,CZ0324,6,1,0
2020-04-06,CZ032,CZ0325,10,2,0
2020-04-06,CZ032,CZ0326,2,1,0
2020-04-06,CZ032,CZ0327,21,1,0
2020-04-06,CZ041,CZ0411,98,8,3
2020-04-06,CZ041,CZ0412,44,7,3
2020-04-06,CZ041,CZ0413,17,2,0
2020-04-06,CZ042,CZ0421,36,18,0
2020-04-06,CZ042,CZ0422,11,3,0
2020-04-06,CZ042,CZ0423,138,6,3
2020-04-06,CZ042,CZ0424,11,1,0
2020-04-06,CZ042,CZ0425,16,2,0
2020-04-06,CZ042,CZ0426,15,3,0
2020-04-06,CZ042,CZ0427,64,11,0
2020-04-06,CZ051,CZ0511,5,1,0
2020-04-06,CZ051,CZ0512,58,2,0
2020-04-06,CZ051,CZ0513,62,0,0
2020-04-06,CZ051,CZ0514,30,1,0
2020-04-06,CZ052,CZ0521,48,6,1
2020-04-06,CZ052,CZ0522,15,1,0
2020-04-06,CZ052,CZ0523,56,2,0
2020-04-06,CZ052,CZ0524,11,0,0
2020-04-06,CZ052,CZ0525,12,0,0
2020-04-06,CZ053,CZ0531,56,0,0
2020-04-06,CZ053,CZ0532,81,2,2
2020-04-06,CZ053,CZ0533,14,1,0
2020-04-06,CZ053,CZ0534,21,9,0
2020-04-06,CZ063,CZ0631,61,1,3
2020-04-06,CZ063,CZ0632,10,1,0
2020-04-06,CZ063,CZ0633,0,0,0
2020-04-06,CZ063,CZ0634,22,0,0
2020-04-06,CZ063,CZ0635,34,1,0
2020-04-06,CZ064,CZ0641,8,3,0
2020-04-06,CZ064,CZ0642,116,21,1
2020-04-06,CZ064,CZ0643,39,7,0
2020-04-06,CZ064,CZ0644,55,5,4
2020-04-06,CZ064,CZ0645,8,3,0
2020-04-06,CZ064,CZ0646,14,0,0
2020-04-06,CZ064,CZ0647,45,2,0
2020-04-06,CZ071,CZ0711,2,0,0
2020-04-06,CZ071,CZ0712,346,14,6
2020-04-06,CZ071,CZ0713,34,2,0
2020-04-06,CZ071,CZ0714,11,1,0
2020-04-06,CZ071,CZ0715,30,2,0
2020-04-06,CZ072,CZ0721,20,4,0
2020-04-06,CZ072,CZ0722,107,21,0
2020-04-06,CZ072,CZ0723,28,8,0
2020-04-06,CZ072,CZ0724,42,2,0
2020-04-06,CZ080,CZ0801,20,3,1
2020-04-06,CZ080,CZ0802,112,7,3
2020-04-06,CZ080,CZ0803,88,1,0
2020-04-06,CZ080,CZ0804,41,0,0
2020-04-06,CZ080,CZ0805,46,3,2
2020-04-06,CZ080,CZ0806,161,4,1
2020-04-07,CZ010,CZ0100,1266,143,43
2020-04-07,CZ020,CZ0201,60,5,0
2020-04-07,CZ020,CZ0202,37,4,0
2020-04-07,CZ020,CZ0203,74,7,3
2020-04-07,CZ020,CZ0204,40,3,0
2020-04-07,CZ020,CZ0205,12,2,0
2020-04-07,CZ020,CZ0206,51,9,0
2020-04-07,CZ020,CZ0207,35,1,1
2020-04-07,CZ020,CZ0208,36,3,1
2020-04-07,CZ020,CZ0209,112,11,3
2020-04-07,CZ020,CZ020A,81,13,0
2020-04-07,CZ020,CZ020B,39,5,1
2020-04-07,CZ020,CZ020C,10,1,0
2020-04-07,CZ031,CZ0311,20,1,0
2020-04-07,CZ031,CZ0312,21,0,0
2020-04-07,CZ031,CZ0313,11,0,0
2020-04-07,CZ031,CZ0314,9,0,0
2020-04-07,CZ031,CZ0315,19,1,1
2020-04-07,CZ031,CZ0316,31,2,0
2020-04-07,CZ031,CZ0317,14,1,0
2020-04-07,CZ032,CZ0321,152,9,2
2020-04-07,CZ032,CZ0322,32,2,0
2020-04-07,CZ032,CZ0323,58,13,0
2020-04-07,CZ032,CZ0324,6,1,0
2020-04-07,CZ032,CZ0325,10,2,0
2020-04-07,CZ032,CZ0326,2,1,0
2020-04-07,CZ032,CZ0327,21,1,0
2020-04-07,CZ041,CZ0411,103,9,4
2020-04-07,CZ041,CZ0412,47,7,3
2020-04-07,CZ041,CZ0413,18,2,0
2020-04-07,CZ042,CZ0421,37,19,0
2020-04-07,CZ042,CZ0422,14,3,0
2020-04-07,CZ042,CZ0423,150,7,4
2020-04-07,CZ042,CZ0424,11,2,0
2020-04-07,CZ042,CZ0425,17,2,0
2020-04-07,CZ042,CZ0426,15,3,0
2020-04-07,CZ042,CZ0427,64,19,0
2020-04-07,CZ051,CZ0511,5,1,0
2020-04-07,CZ051,CZ0512,59,5,0
2020-04-07,CZ051,CZ0513,63,2,0
2020-04-07,CZ051,CZ0514,30,1,0
